北京爱数智慧语音采集我们聊的第一个话题是娱乐  (G0004_S0001_0_SPK001-26.048-31.870.wav)
我知道就是那个小小的然后红色的很大的那个马  (G0008_S0001_0_SPK002-474.824-478.323.wav)
哦  (G0008_S0001_0_SPK002-498.440-499.180.wav)
好的好的我知道  (G0008_S0001_0_SPK002-510.498-511.732.wav)
就是你的意思就是那个  (G0008_S0001_0_SPK002-512.532-514.220.wav)
你们那边的吃法是很多种的就可以做多浆然后也可以就拿着炒菜  (G0008_S0001_0_SPK002-515.270-519.715.wav)
也可以自己就是把它直接切片然后声音那些词法对吧  (G0008_S0001_0_SPK002-519.715-523.525.wav)
哦你说的那个你说的这个声音的话我们这边就是很少吃因为你说的那个就我知道它  (G0008_S0001_0_SPK002-525.822-532.141.wav)
就以前去呃出去玩儿的时候去广东啊广西啊那些就有看到过你的做法  (G0008_S0001_0_SPK002-532.141-537.997.wav)
就是一般就把那个生下和生气然后把它  (G0008_S0001_0_SPK002-537.997-541.444.wav)
 cake然后煮完之后一般就就用那个他们那边会用那个酒还有辣椒  (G0008_S0001_0_SPK002-542.004-549.277.wav)
真马还有声抽那些各种烟味料把它腌好之后密封起来几个小时之后再拿出来吃对吧  (G0008_S0001_0_SPK002-549.348-555.820.wav)
哦  (G0008_S0001_0_SPK002-566.660-567.340.wav)
哦我知道我知道  (G0008_S0001_0_SPK002-572.150-573.498.wav)
我知道我们这边一般都用的 be care呃的然后来做熊掌就是  (G0008_S0001_0_SPK002-602.389-607.422.wav)
我们这边的话一般就是先把 been character呃就是揉树里然后就用那个模具把它弄出什么的那个模型  (G0008_S0001_0_SPK002-607.546-614.411.wav)
然后把它争熟然后外面交一场那种降相之就用伸抽还有老抽那些  (G0008_S0001_0_SPK002-614.411-619.901.wav)
就给它用水颠粉然后获一个枝脚那个浇在上面  (G0008_S0001_0_SPK002-620.076-624.251.wav)
然后一般的话就手长配菜的话就会放一些那种小番茄圣女果之类的  (G0008_S0001_0_SPK002-624.251-629.826.wav)
嗯还有 tomato那些然后给它放在盘子里弄一个很好看的那种  (G0008_S0001_0_SPK002-630.059-635.301.wav)
嗯摆盘  (G0008_S0001_0_SPK002-635.630-637.120.wav)
嗯 nowster我知道的  (G0008_S0001_0_SPK002-649.882-652.090.wav)
嗯  (G0008_S0001_0_SPK002-658.850-659.440.wav)
对的我也是觉得确实很难 clearer嗯那主要是因为它那个谋杀的生长环境就比较那个  (G0008_S0001_0_SPK002-674.840-682.750.wav)
你懂得就是在那种不是很干净的地方养出来的所以吃的时候一般就弄就要弄得很干净  (G0008_S0001_0_SPK002-682.917-689.778.wav)
你在外面吃的话就可能摄像未聚全看着嗯 read但是吧  (G0008_S0001_0_SPK002-689.923-695.829.wav)
不是很好吃就感觉有点不够肯定也  (G0008_S0001_0_SPK002-696.304-699.300.wav)
嗯我懂我懂你的意思  (G0008_S0001_0_SPK002-717.950-720.400.wav)
嗯你的意思就是龙下看着很得理但是很 deious  (G0008_S0001_0_SPK002-723.095-727.703.wav)
对我们当时用到了  (G0008_S0001_0_SPK002-740.777-742.511.wav)
对但是  (G0008_S0001_0_SPK002-765.528-766.714.wav)
你你你说的那个我就是我觉得很对的就我们家做菜确实很喜欢因为我们  (G0008_S0001_0_SPK002-767.133-773.218.wav)
青椒和但是除了青椒我们家也很喜欢买 girl it呀你看上一次我们做农虾的时候起码弄了一两斤歌  (G0008_S0001_0_SPK002-773.456-780.460.wav)
嗯  (G0008_S0001_0_SPK002-801.710-802.330.wav)
你你的意思就是 potato是你最是你在你心里是一个很好吃的  (G0008_S0001_0_SPK002-809.222-814.937.wav)
但是我每次做的都还不够你吃是吧  (G0008_S0001_0_SPK002-814.937-817.420.wav)
那肯定呀啊你你说那个 potato可是我们是放这边大部分人最喜欢的东西  (G0008_S0001_0_SPK002-828.500-834.010.wav)
就像一个那个很著名的美食就是 master potato  (G0008_S0001_0_SPK002-835.522-839.638.wav)
这个就是怎么说呢就从小学开始吧自从那个快餐店里面有卖他之后我就经常  (G0008_S0001_0_SPK002-840.562-847.165.wav)
三天两头让我爸去给我买然后长大以后就再加自己学的做就是把那个 potato加成就是先  (G0008_S0001_0_SPK002-847.393-854.812.wav)
剥皮然后把它切快真熟然后呃就把它就是冷却嘛就夹到碗里面然后又用勺子  (G0008_S0001_0_SPK002-855.079-862.831.wav)
或者就是说你家有什么那种酒瓶空酒瓶嘛你把它弄的  (G0008_S0001_0_SPK002-862.831-867.781.wav)
刚刚听清你的然后把那个 potato给它压成你  (G0008_S0001_0_SPK002-867.956-871.302.wav)
然后你自己喜欢吃什么口味的你就自己挑个什么样子然后浇在上面我就觉得非常的美味  (G0008_S0001_0_SPK002-871.342-877.330.wav)
嗯我知道你你你刚刚说的就是上一次你特别喜欢谋杀吃完之后做了一个  (G0008_S0001_0_SPK002-903.562-908.822.wav)
做那个就是那种拌饭是吧 bam paid  (G0008_S0001_0_SPK002-911.081-914.197.wav)
是的对于你这个 it来说是任何东西在年里都是 delicious food  (G0008_S0001_0_SPK002-930.182-935.860.wav)
你我知道你的意思就是说你很喜欢吃 ma need但是你就很不喜欢吃那个什么  (G0008_S0001_0_SPK002-954.980-960.961.wav)
 tomato啊然后啊  (G0008_S0001_0_SPK002-961.351-963.381.wav)
然后 potato之类的那些素菜你光光光给你做素菜的话你是觉得难以下咽是吗  (G0008_S0001_0_SPK002-965.561-971.890.wav)
是对你来说你就是一个大大的 food顶你怎么会喜欢吃那些素的东西呢反正我就很喜欢吃  (G0008_S0001_0_SPK002-988.052-994.908.wav)
 tomato然后 potato还有那个  (G0008_S0001_0_SPK002-995.277-998.035.wav)
 apple啊 orange之类的那些各种水果蔬然后蔬菜  (G0008_S0001_0_SPK002-998.657-1002.919.wav)
嗯  (G0008_S0001_0_SPK002-1016.240-1016.830.wav)
啊我觉得但是你你说的那个就是我们就嗯我这边的话我就嗯  (G0008_S0001_0_SPK002-1018.910-1024.535.wav)
想说就是你说的就是每每次你就喜欢把那个剩饭拿来做 favor rich which agg是吧  (G0008_S0001_0_SPK002-1025.547-1031.650.wav)
但是你你还喜欢在那个邓场饭里面扎很多很多 mate是不是  (G0008_S0001_0_SPK002-1034.358-1038.760.wav)
可是我就是说但是我觉得嗯蛋炒饭的话也算是一道很经典的美食吧就很多店里面都有  (G0008_S0001_0_SPK002-1041.200-1048.955.wav)
而且 agg的话就是家家户户人都喜欢吃的东西啊又有泥呀  (G0008_S0001_0_SPK002-1049.087-1053.265.wav)
然后很多就特别是在我们这边四川这边的话  (G0008_S0001_0_SPK002-1053.265-1057.125.wav)
很多那种农村的地方家里自己都会养很多那个鸡然后每天都会杀很多 egg  (G0008_S0001_0_SPK002-1057.125-1063.353.wav)
嗯我记得  (G0008_S0001_0_SPK002-1073.898-1074.994.wav)
嗯  (G0008_S0001_0_SPK002-1091.300-1091.920.wav)
对特别香  (G0008_S0001_0_SPK002-1097.510-1098.790.wav)
对特别香就是  (G0008_S0001_0_SPK002-1100.085-1101.714.wav)
就你爸就你爸上次给我过年的时候给我们寄了很多那个 bag  (G0008_S0001_0_SPK002-1103.640-1107.873.wav)
然后我记得到了第一天我俩特别高兴跑去快递在马上拿回来然后回家当时就买了三秒那些做了一道回锅 bag  (G0008_S0001_0_SPK002-1107.873-1115.830.wav)
嗯  (G0008_S0001_0_SPK002-1133.240-1133.860.wav)
嗯  (G0008_S0001_0_SPK002-1149.140-1149.732.wav)
打板都喜欢呀而且这个菜在四川的话肯定是一个  (G0008_S0001_0_SPK002-1155.185-1159.745.wav)
就是那种配掉很多的菜因为它不只可以做啊  (G0008_S0001_0_SPK002-1160.116-1163.740.wav)
回锅 dicken还可以做那个嗯酸苗炒肉还可以做那个  (G0008_S0001_0_SPK002-1164.140-1169.665.wav)
嗯 ache还可以做  (G0008_S0001_0_SPK002-1170.550-1172.833.wav)
那个叫什么嗯就是就是嗯我不知道怎么给你形容就是  (G0008_S0001_0_SPK002-1174.950-1179.234.wav)
然后把它做成汤  (G0008_S0001_0_SPK002-1179.910-1181.345.wav)
哎你  (G0008_S0001_0_SPK002-1186.957-1187.740.wav)
就是那个 tomato和 ager然后把它  (G0008_S0001_0_SPK002-1208.814-1211.907.wav)
 finish一下是不是你是小时候然但是我想说的是我没有菲inish他我只是呃今天早上的话就是先  (G0008_S0001_0_SPK002-1211.948-1219.993.wav)
 cook water烧水然后再把那个番茄跟鸡蛋炒了  (G0008_S0001_0_SPK002-1221.054-1226.878.wav)
就做了一道经典的番茄吵大嘛然后做了一个  (G0008_S0001_0_SPK002-1226.878-1230.310.wav)
嗯  (G0008_S0001_0_SPK002-1232.450-1233.413.wav)
今天早上是做了一个番茄蛋面吧我被你说的我都考不  (G0008_S0001_0_SPK002-1234.342-1238.829.wav)
番茄番茄记在遍就番茄鸡蛋面呗  (G0008_S0001_0_SPK002-1242.680-1246.600.wav)
嗯  (G0008_S0001_0_SPK002-1260.410-1261.071.wav)
 friend ags我也很喜欢 eaten  (G0008_S0001_0_SPK002-1270.430-1273.300.wav)
就是  (G0008_S0001_0_SPK002-1280.090-1280.553.wav)
一个人每一个人每天最多就吃一到两个  (G0008_S0001_0_SPK002-1281.036-1285.022.wav)
个就好了就吃多了的话就会就营养故事你知道吧因为科学家说过就美食这方面的话因为  (G0008_S0001_0_SPK002-1285.710-1293.072.wav)
鸡蛋确实营养是比较高嘛而且加这货乎都会来吃但是建议的话每天一个人最多吃一到两个 ache就行了  (G0008_S0001_0_SPK002-1293.286-1300.750.wav)
嗯我觉得  (G0008_S0001_0_SPK002-1307.120-1308.234.wav)
嗯  (G0008_S0001_0_SPK002-1322.158-1322.636.wav)
对我们这边的话也经常用 oil来就是做 ache因为就是  (G0008_S0001_0_SPK002-1341.080-1347.164.wav)
就把那个  (G0008_S0001_0_SPK002-1347.560-1348.549.wav)
我有倒在锅里多到一点哈这个就是做这个美食的时候一定要记得多到一点然后等它油温上来的时候  (G0008_S0001_0_SPK002-1349.390-1356.058.wav)
把那个鸡蛋业打伞然后倒进去然后做好了就是 friend egg  (G0008_S0001_0_SPK002-1356.058-1360.630.wav)
你这  (G0008_S0001_0_SPK002-1381.448-1382.112.wav)
 pi pig pig是那么可爱的爷爷那你不只喜欢吃 pick你还每天吃到的 pick eat  (G0008_S0001_0_SPK002-1383.230-1389.832.wav)
嗯我知道就是你做菜的话很喜欢用那个山抽和酱油  (G0008_S0001_0_SPK002-1410.279-1415.680.wav)
就你每次用 reping你都用的特别多然后我们家的那个 repkin永远消耗的特别快  (G0008_S0001_0_SPK002-1416.737-1423.600.wav)
可是 much tables是我的最爱呀我反正我平时就是喜欢吃各种 watch tables就反正  (G0008_S0001_0_SPK002-1438.557-1444.341.wav)
就每次周末休息的时候你跟我出去买菜我就特别喜欢买 tomato  (G0008_S0001_0_SPK002-1444.527-1449.825.wav)
然后 potato还有嗯那个  (G0008_S0001_0_SPK002-1449.825-1452.828.wav)
反正各种 vege table是我都喜欢  (G0008_S0001_0_SPK002-1456.587-1458.396.wav)
嗯  (G0008_S0001_0_SPK002-1475.180-1475.800.wav)
我知道你说的是那个  (G0008_S0001_0_SPK002-1476.277-1477.613.wav)
就是你每次我只就是你每次出去  (G0008_S0001_0_SPK002-1479.170-1482.409.wav)
嗯买东西你都喜欢去那个超市里边买它  (G0008_S0001_0_SPK002-1482.876-1485.812.wav)
但是的话我觉得他就是没有我们自己家做的那个 bigger好吃  (G0008_S0001_0_SPK002-1486.027-1491.309.wav)
嗯  (G0008_S0001_0_SPK002-1502.120-1502.580.wav)
那你那你知道哪些特殊小吃啊  (G0008_S0001_0_SPK002-1504.220-1506.820.wav)
这饭吃过了你们那山的特殊 sweet food怎么可能没吃过呢  (G0008_S0001_0_SPK002-1514.347-1518.640.wav)
嗯  (G0008_S0001_0_SPK002-1534.430-1535.200.wav)
啊我知道就是那个非常  (G0008_S0001_0_SPK002-1541.240-1543.570.wav)
嗯我知道非常麻辣的那个  (G0008_S0001_0_SPK002-1548.950-1551.131.wav)
那个 beef  (G0008_S0001_0_SPK002-1551.530-1552.362.wav)
我知道你每次就是去登山火儿或怎么样你带我去吃豆腐了你都会加很多 bef  (G0008_S0001_0_SPK002-1556.720-1562.590.wav)
然后会加那种口味很麻辣的但是那个就是你带我去吃的那家很有特色的那个  (G0008_S0001_0_SPK002-1562.767-1569.674.wav)
 sweet food我觉得他们家就有点偏重口每次都觉得太麻辣了有一点吃不下去  (G0008_S0001_0_SPK002-1570.670-1577.350.wav)
嗯  (G0008_S0001_0_SPK002-1585.310-1585.840.wav)
我知道我特别喜欢吃很  (G0008_S0001_0_SPK002-1595.630-1598.277.wav)
 special的那个不过之忆但是你每次都说他不够正宗的那种面食  (G0008_S0001_0_SPK002-1599.020-1605.040.wav)
那你知道麻婆豆腐里为什么没有 map poter吗你知道一箱六十里面为什么没有 finish吗  (G0008_S0001_0_SPK002-1612.788-1619.780.wav)
对喽那难道那难道一到美食它的名字叫什么它里面就会有什么吗  (G0008_S0001_0_SPK002-1622.060-1627.336.wav)
那个是穿的偷车太多了去了各种  (G0008_S0001_0_SPK002-1627.336-1630.623.wav)
 food里面也没借有那些  (G0008_S0001_0_SPK002-1631.452-1633.692.wav)
吃菜  (G0008_S0001_0_SPK002-1634.315-1635.190.wav)
啊我知道青椒嘛你很喜欢吃的那一块儿  (G0008_S0001_0_SPK002-1661.018-1664.380.wav)
嗯怎么做的呢  (G0008_S0001_0_SPK002-1676.300-1678.120.wav)
嗯好的我知道你的意思你的意思就是做然后把它做的特别的 station  (G0008_S0001_0_SPK002-1690.100-1696.054.wav)
然后特别的重口你就很喜欢很 like  (G0008_S0001_0_SPK002-1696.297-1700.020.wav)
那肯定呀我就是一个弟弟道道的四川人我从小就喜欢吃 station food  (G0008_S0001_0_SPK002-1704.308-1710.310.wav)
嗯我知道你每次做的那个非那个辣椒就非常的 station  (G0008_S0001_0_SPK002-1741.460-1746.303.wav)
我特别喜欢真的做的特别的辣特别的正宗我觉得  (G0008_S0001_0_SPK002-1746.527-1749.932.wav)
那就有就一定要在它的重点它名它名字就叫 station you  (G0008_S0001_0_SPK002-1750.327-1754.952.wav)
嗯所以平时就做的特别重可而且我觉得你做的辣椒油特别的好就  (G0008_S0001_0_SPK002-1755.830-1760.290.wav)
而且你也知道说到那就有你子了哈四川美食里必扫不了的就是辣椒油不管什么就是两拌菜然后什么那种  (G0008_S0001_0_SPK002-1760.300-1768.360.wav)
串串呀冒菜呀火锅里面辣椒油都是一个非常正宗的就 station only特别的棒  (G0008_S0001_0_SPK002-1768.400-1775.770.wav)
谁家的 speaking old做的很好我们去谁家词那他一定是很美味  (G0008_S0001_0_SPK002-1776.110-1780.690.wav)
嗯  (G0008_S0001_0_SPK002-1788.410-1789.120.wav)
拼音歌你的你你是在侮辱屁歌吗真的是  (G0008_S0001_0_SPK002-1804.078-1808.230.wav)
嗯我知道你你说到那个  (G0008_S0001_0_SPK002-1812.620-1815.970.wav)
白菜我想起来我最喜欢吃那个 station白菜就那个韩就是  (G0008_S0001_0_SPK002-1816.298-1821.112.wav)
特别出名的一款还是美食你知道的那白菜  (G0008_S0001_0_SPK002-1821.448-1825.150.wav)
哼那你  (G0008_S0001_0_SPK002-1828.610-1829.650.wav)
那你知道我平时吃他的时候喜欢配的什么吗  (G0008_S0001_0_SPK002-1830.200-1833.100.wav)
 friend friend chicken呀我们两个都很喜欢吃的  (G0008_S0001_0_SPK002-1836.517-1840.496.wav)
可是  (G0008_S0001_0_SPK002-1853.404-1854.070.wav)
可 chinese canbit我觉得  (G0008_S0001_0_SPK002-1856.947-1859.161.wav)
怎么说呢就不管水煮还是就是做配菜都很好吃而且它隔头很大非常的 big  (G0008_S0001_0_SPK002-1859.513-1866.853.wav)
嗯  (G0008_S0001_0_SPK002-1873.850-1874.620.wav)
北京爱数智慧语音采集  (G0008_S0001_0_SPK006-11.630-15.374.wav)
哦现在说到宠物  (G0008_S0001_0_SPK006-22.520-23.897.wav)
哦  (G0008_S0001_0_SPK006-32.977-33.640.wav)
猫吧平时猫筷子你了解的比较多  (G0008_S0001_0_SPK006-33.860-37.435.wav)
嗯  (G0008_S0001_0_SPK006-45.620-46.390.wav)
对有  (G0008_S0001_0_SPK006-47.658-48.190.wav)
现在城市里从雾猫比较多  (G0008_S0001_0_SPK006-49.383-51.605.wav)
对宠物开次  (G0008_S0001_0_SPK006-57.637-58.780.wav)
 have cat  (G0008_S0001_0_SPK006-59.258-60.280.wav)
英短英国短猫猫  (G0008_S0001_0_SPK006-66.936-68.903.wav)
英国长某 english  (G0008_S0001_0_SPK006-69.547-72.153.wav)
 short cat and long cat  (G0008_S0001_0_SPK006-72.778-75.700.wav)
然后长猫猫  (G0008_S0001_0_SPK006-77.780-79.180.wav)
短毛毛还有美美短  (G0008_S0001_0_SPK006-79.850-82.600.wav)
美国打王忘了  (G0008_S0001_0_SPK006-83.210-84.491.wav)
美国场  (G0008_S0001_0_SPK006-85.400-86.248.wav)
嗯夏洛开粗  (G0008_S0001_0_SPK006-88.123-89.380.wav)
还有还有什么  (G0008_S0001_0_SPK006-90.500-91.578.wav)
对还有不  (G0008_S0001_0_SPK006-94.490-95.800.wav)
嗯还有什么  (G0008_S0001_0_SPK006-101.397-102.760.wav)
田园嘛中国田园嘛  (G0008_S0001_0_SPK006-105.710-107.650.wav)
对  (G0008_S0001_0_SPK006-113.017-113.462.wav)
还有帽子种类就比较多了  (G0008_S0001_0_SPK006-114.620-116.265.wav)
熊猫  (G0008_S0001_0_SPK006-120.470-121.300.wav)
 orange  (G0008_S0001_0_SPK006-121.707-122.590.wav)
对那游泳  (G0008_S0001_0_SPK006-125.917-126.970.wav)
对  (G0008_S0001_0_SPK006-131.183-131.645.wav)
 new cat  (G0008_S0001_0_SPK006-131.994-132.896.wav)
没有哭牛奶  (G0008_S0001_0_SPK006-133.250-134.195.wav)
埃ron是肯离花嘛  (G0008_S0001_0_SPK006-140.270-142.420.wav)
梅花片吃  (G0008_S0001_0_SPK006-144.380-145.454.wav)
还有写还有那个叫什么  (G0008_S0001_0_SPK006-154.157-156.100.wav)
那个那个那个  (G0008_S0001_0_SPK006-156.723-157.780.wav)
戴帽  (G0008_S0001_0_SPK006-159.020-159.940.wav)
带帽膜  (G0008_S0001_0_SPK006-161.450-162.460.wav)
对戴帽比较细  (G0008_S0001_0_SPK006-163.550-165.010.wav)
对还有齐林伟的凯尾尾部特征  (G0008_S0001_0_SPK006-171.470-175.462.wav)
用不同的一点  (G0008_S0001_0_SPK006-176.124-177.186.wav)
就是北巴短一局  (G0008_S0001_0_SPK006-178.400-180.160.wav)
出生就短一节  (G0008_S0001_0_SPK006-180.620-181.840.wav)
叫齐林伟  (G0008_S0001_0_SPK006-184.850-186.070.wav)
其他的一般都是国外有  (G0008_S0001_0_SPK006-192.773-195.163.wav)
国外有的  (G0008_S0001_0_SPK006-195.980-197.350.wav)
啤酒还是古宫  (G0008_S0001_0_SPK006-198.342-199.835.wav)
还有一个西国利亚的一个  (G0008_S0001_0_SPK006-201.110-203.260.wav)
某个貌室了没  (G0008_S0001_0_SPK006-203.679-204.970.wav)
呃那个猫比较  (G0008_S0001_0_SPK006-206.120-207.790.wav)
比身体很强壮的  (G0008_S0001_0_SPK006-208.130-209.570.wav)
对也有很大  (G0008_S0001_0_SPK006-210.860-212.073.wav)
刷然后他的毛非常的辣  (G0008_S0001_0_SPK006-213.260-216.260.wav)
对  (G0008_S0001_0_SPK006-217.340-217.840.wav)
对  (G0008_S0001_0_SPK006-221.390-221.889.wav)
西柏里要开车性格一般他不跟不怎他在野外生存他一般都没有家养  (G0008_S0001_0_SPK006-226.519-233.050.wav)
那卖滑冷的天池  (G0008_S0001_0_SPK006-234.830-236.345.wav)
那就熊骂的药  (G0008_S0001_0_SPK006-240.620-241.960.wav)
那不太清楚嗯  (G0008_S0001_0_SPK006-250.080-251.725.wav)
对他在  (G0008_S0001_0_SPK006-256.880-257.707.wav)
寒冷的天气里生出  (G0008_S0001_0_SPK006-258.447-260.411.wav)
然后一般  (G0008_S0001_0_SPK006-261.158-262.243.wav)
什么  (G0008_S0001_0_SPK006-264.830-265.600.wav)
反正它体型都有很大  (G0008_S0001_0_SPK006-271.867-273.281.wav)
而且他是  (G0008_S0001_0_SPK006-274.488-275.547.wav)
我不知道那我不知道  (G0008_S0001_0_SPK006-278.480-280.600.wav)
崇毛就是英短  (G0008_S0001_0_SPK006-290.196-291.850.wav)
英国短猫门英国承某门  (G0008_S0001_0_SPK006-292.639-295.000.wav)
好的 english该是代 more cats  (G0008_S0001_0_SPK006-299.180-301.930.wav)
应格是长毛而牌  (G0008_S0001_0_SPK006-302.810-304.570.wav)
